X1,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Age,Answer.Education,Answer.Gender,Answer.Income,Answer.Party,Answer.Politics,Answer.comments,Answer.ethnic,Answer.origin,Approve,Reject,invite
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3KV0LJBBH2LZ8KCQA463BJSTHX5RMW,A1KRSKHQC8MPAM,Approved,Mon Dec 19 12:36:58 PST 2016,Mon Dec 19 12:37:21 PST 2016,Thu Dec 22 12:37:21 PST 2016,2016-12-22 20:38:12 UTC,NA,NA,23,100% (13/13),0% (0/0),0% (0/0),26,Bachelors degree,Female,5,Independent,7,NA,european,us,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3KWTYT08703QXFW7DLSL8588PAEL5Y,AFDIZJJ926ER6,Approved,Mon Dec 19 08:15:42 PST 2016,Mon Dec 19 08:17:01 PST 2016,Thu Dec 22 08:17:01 PST 2016,2016-12-22 16:17:12 UTC,NA,NA,79,100% (1/1),0% (0/0),0% (0/0),22,Bachelors degree,Male,3,Other,1,NA,hispanic,ve,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3KWTYT08703QXFW7DLSL8588PAML56,A2NOR6R1M1NHGX,Approved,Mon Dec 19 10:45:40 PST 2016,Mon Dec 19 10:47:02 PST 2016,Thu Dec 22 10:47:02 PST 2016,2016-12-22 18:47:12 UTC,NA,NA,82,100% (54/54),0% (0/0),0% (0/0),30,Bachelors degree,Female,6,Republican,5,I hope to be selected to receive the qualification and work on these HITS. Thank you.,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3KWTYT08703QXFW7DLSL8588PBSL5E,A2OLSZ6DD9I239,Approved,Mon Dec 19 13:17:03 PST 2016,Mon Dec 19 13:17:49 PST 2016,Thu Dec 22 13:17:49 PST 2016,2016-12-22 21:18:12 UTC,NA,NA,46,100% (9/9),0% (0/0),0% (0/0),53,Bachelors degree,Female,6,Independent,6,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3KYQYYSHYV7T7DEX5JQWYY0UXYFDOH,A3AWLT04CKAE4M,Approved,Tue Dec 20 16:01:03 PST 2016,Tue Dec 20 16:01:42 PST 2016,Fri Dec 23 16:01:42 PST 2016,2016-12-24 00:02:12 UTC,NA,NA,39,100% (5/5),0% (0/0),0% (0/0),44,Bachelors degree,Male,9,Independent,0,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3L2IS5HSFAIX6UP7QZG8T94DTM5NUI,AAS0V105QISPM,Approved,Mon Dec 19 07:31:48 PST 2016,Mon Dec 19 07:32:15 PST 2016,Thu Dec 22 07:32:15 PST 2016,2016-12-22 15:33:12 UTC,NA,NA,27,100% (78/78),0% (0/0),0% (0/0),41,"Graduate degree (Masters, Doctorate, etc.)",Female,8,Republican,6,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3L2IS5HSFAIX6UP7QZG8T94DTO0NUH,A15XMYNO2EXKV1,Approved,Tue Dec 20 13:30:44 PST 2016,Tue Dec 20 13:31:50 PST 2016,Fri Dec 23 13:31:50 PST 2016,2016-12-23 21:32:12 UTC,NA,NA,66,100% (2/2),0% (0/0),0% (0/0),55,Bachelors degree,Male,3,Independent,6,NA,european,us,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3L4D84MILZSWIIS2B2HHHNY6QVZHJA,A3IIFBETASAM87,Approved,Mon Dec 19 23:35:24 PST 2016,Mon Dec 19 23:37:33 PST 2016,Thu Dec 22 23:37:33 PST 2016,2016-12-23 07:38:12 UTC,NA,NA,129,100% (1/1),0% (0/0),0% (0/0),31,"Graduate degree (Masters, Doctorate, etc.)",Male,1,Independent,4,NA,other,in,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3L6L49WXW0XUZ7PM7TT4MO6X3OL45Q,A3K2ZXAFZCHYZI,Approved,Mon Dec 19 09:10:47 PST 2016,Mon Dec 19 09:14:35 PST 2016,Thu Dec 22 09:14:35 PST 2016,2016-12-22 17:15:12 UTC,NA,NA,228,100% (10/10),100% (2/2),100% (2/2),30,Bachelors degree,Female,6,Democrat,2,NA,african|hispanic,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3L6L49WXW0XUZ7PM7TT4MO6X3P1458,A7204W9E8IR1R,Approved,Mon Dec 19 14:48:25 PST 2016,Mon Dec 19 14:49:03 PST 2016,Thu Dec 22 14:49:03 PST 2016,2016-12-22 22:49:12 UTC,NA,NA,38,100% (6/6),100% (2/2),100% (1/1),26,Some High School,Female,5,Democrat,3,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LBXNTKX0RV4YWF8UU8QVF8XIGDX9V,AG18PH4J2LTS5,Approved,Tue Dec 20 04:21:58 PST 2016,Tue Dec 20 04:23:13 PST 2016,Fri Dec 23 04:23:13 PST 2016,2016-12-23 12:24:12 UTC,NA,NA,75,100% (1/1),0% (0/0),0% (0/0),36,Bachelors degree,Male,1,Independent,5,NA,asian,in,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LEIZ60CDJZT3RFNVCWBS0O8QF2Z9J,A22PF0Z213MCRN,Approved,Mon Dec 19 07:13:17 PST 2016,Mon Dec 19 07:13:50 PST 2016,Thu Dec 22 07:13:50 PST 2016,2016-12-22 15:14:12 UTC,NA,NA,33,100% (1/1),0% (0/0),0% (0/0),23,Associates degree,Male,4,Republican,0,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LEIZ60CDJZT3RFNVCWBS0O8QF39ZU,A130X6CF795CQ5,Approved,Mon Dec 19 07:16:07 PST 2016,Mon Dec 19 07:20:20 PST 2016,Thu Dec 22 07:20:20 PST 2016,2016-12-22 15:21:12 UTC,NA,NA,253,100% (8/8),0% (0/0),0% (0/0),34,Associates degree,Male,2,Democrat,1,NA,hispanic,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LKC68YZ3A3SGJEOMEVMQMPF4CLOWX,A1CUTQUSPA2DPU,Approved,Mon Dec 19 07:41:16 PST 2016,Mon Dec 19 07:41:49 PST 2016,Thu Dec 22 07:41:49 PST 2016,2016-12-22 15:42:12 UTC,NA,NA,33,100% (1/1),0% (0/0),0% (0/0),40,Bachelors degree,Male,3,Democrat,2,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LKC68YZ3A3SGJEOMEVMQMPF4DGOWU,A9WFXKAF1RF5Q,Approved,Mon Dec 19 20:05:58 PST 2016,Mon Dec 19 20:06:54 PST 2016,Thu Dec 22 20:06:54 PST 2016,2016-12-23 04:07:12 UTC,NA,NA,56,100% (1/1),0% (0/0),0% (0/0),59,Bachelors degree,Female,NA,No,5,NA,asian,tw,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LO69W1SU3DODCLRUHBCC2ZXFJTLGH,A3BH9LOU9KV6T0,Approved,Mon Dec 19 08:38:41 PST 2016,Mon Dec 19 08:40:35 PST 2016,Thu Dec 22 08:40:35 PST 2016,2016-12-22 16:41:12 UTC,NA,NA,114,100% (82/82),0% (0/0),0% (0/0),30,"Graduate degree (Masters, Doctorate, etc.)",Male,3,Republican,6,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LO69W1SU3DODCLRUHBCC2ZXFKVGLG,A2XWRLHIG82COE,Approved,Tue Dec 20 01:58:09 PST 2016,Tue Dec 20 01:58:54 PST 2016,Fri Dec 23 01:58:54 PST 2016,2016-12-23 09:59:12 UTC,NA,NA,45,100% (2/2),0% (0/0),0% (0/0),25,"Graduate degree (Masters, Doctorate, etc.)",Male,2,No,4,NA,asian,in,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LPW2N6LKT2TG5J1MZKMZS4R22YU5U,A2LAKROAU2MVEN,Approved,Mon Dec 19 18:54:59 PST 2016,Mon Dec 19 18:55:26 PST 2016,Thu Dec 22 18:55:26 PST 2016,2016-12-23 02:56:12 UTC,NA,NA,27,100% (5/5),0% (0/0),0% (0/0),30,Bachelors degree,Female,7,Democrat,2,NA,european|hispanic,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LS2AMNW5FQNWMI2A5WGYX7TGD1QOW,AHXO376ALG8WN,Approved,Tue Dec 20 14:28:11 PST 2016,Tue Dec 20 14:28:32 PST 2016,Fri Dec 23 14:28:32 PST 2016,2016-12-23 22:29:12 UTC,NA,NA,21,100% (3/3),0% (0/0),0% (0/0),24,Bachelors degree,Female,2,Independent,1,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LYA37P8IQNH2PVYTV7XWRVLA7NBKG,A25R3HUN514JKX,Approved,Mon Dec 19 19:15:12 PST 2016,Mon Dec 19 19:17:42 PST 2016,Thu Dec 22 19:17:42 PST 2016,2016-12-23 03:18:12 UTC,NA,NA,150,100% (2/2),0% (0/0),0% (0/0),42,Bachelors degree,Male,2,Independent,NA,EASY SURVEY,asian,in,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3LYA37P8IQNH2PVYTV7XWRVLA99KBF,A2TCH16OD3XBN2,Approved,Tue Dec 20 23:38:03 PST 2016,Tue Dec 20 23:39:11 PST 2016,Fri Dec 23 23:39:11 PST 2016,2016-12-24 07:39:12 UTC,NA,NA,68,100% (16/16),0% (0/0),0% (0/0),21,"Some college, no degree",Female,4,Republican,4,NA,african,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3M23Y66PO279KWRB2DZRCX03D0RS6V,A120TOLQ1KGPLQ,Approved,Mon Dec 19 20:53:37 PST 2016,Mon Dec 19 20:54:50 PST 2016,Thu Dec 22 20:54:50 PST 2016,2016-12-23 04:55:12 UTC,NA,NA,73,100% (2/2),0% (0/0),0% (0/0),39,"Some college, no degree",Female,5,Republican,3,Thank you for your consideration!,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3MAOD8E57QAPNYJ2V4RVDG3HN58XN8,AXFR7YKAC6GND,Approved,Mon Dec 19 16:07:45 PST 2016,Mon Dec 19 16:08:53 PST 2016,Thu Dec 22 16:08:53 PST 2016,2016-12-23 00:09:12 UTC,NA,NA,68,100% (2/2),0% (0/0),0% (0/0),45,Bachelors degree,Male,5,Republican,NA,NA,asian,in,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3MB8LZR5BFTTFYHAK8WRAURQM07LKH,AY7WOX4UCIBU2,Approved,Mon Dec 19 07:30:43 PST 2016,Mon Dec 19 07:31:20 PST 2016,Thu Dec 22 07:31:20 PST 2016,2016-12-22 15:32:12 UTC,NA,NA,37,100% (38/38),0% (0/0),0% (0/0),26,Bachelors degree,Male,4,Democrat,4,NA,hispanic,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3MB8LZR5BFTTFYHAK8WRAURQM13LKF,A29X77IHE2YHQ3,Approved,Mon Dec 19 21:00:14 PST 2016,Mon Dec 19 21:00:40 PST 2016,Thu Dec 22 21:00:40 PST 2016,2016-12-23 05:01:12 UTC,NA,NA,26,100% (2/2),0% (0/0),0% (0/0),36,Bachelors degree,Female,7,Democrat,4,NA,asian,in,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3MMN5BL1WZ47PIROZE57TLPDBKJM3J,ASX25BG8RJWDA,Approved,Tue Dec 20 04:04:05 PST 2016,Tue Dec 20 04:09:06 PST 2016,Fri Dec 23 04:09:06 PST 2016,2016-12-23 12:09:12 UTC,NA,NA,301,100% (1/1),0% (0/0),0% (0/0),30,"Graduate degree (Masters, Doctorate, etc.)",Male,2,Independent,1,"I finished this survey regarding my background information  and I am very keen to perform upcoming set of HITs if I qualify for them, Thank you.",asian,in,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3MTMREQS4VI3EFKNCVQ4PR5AFVHAWK,A31Q7PWLBCU2X0,Approved,Mon Dec 19 07:21:39 PST 2016,Mon Dec 19 07:22:06 PST 2016,Thu Dec 22 07:22:06 PST 2016,2016-12-22 15:22:12 UTC,NA,NA,27,100% (9/9),0% (0/0),0% (0/0),25,"Some college, no degree",Male,3,Democrat,2,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3MTMREQS4VI3EFKNCVQ4PR5AFVHWA6,A55C0RFK86HUL,Approved,Mon Dec 19 07:37:05 PST 2016,Mon Dec 19 07:37:47 PST 2016,Thu Dec 22 07:37:47 PST 2016,2016-12-22 15:38:12 UTC,NA,NA,42,100% (4/4),0% (0/0),0% (0/0),40,Bachelors degree,Female,4,Republican,4,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3MX2NQ3YC9ULX9DWR4V9JZ3VWJM5X2,A35JCNZJI2MQ20,Approved,Mon Dec 19 07:21:58 PST 2016,Mon Dec 19 07:22:21 PST 2016,Thu Dec 22 07:22:21 PST 2016,2016-12-22 15:23:12 UTC,NA,NA,23,100% (6/6),100% (1/1),0% (0/0),42,Bachelors degree,Female,2,Democrat,1,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3N1FSUEFL50P3K4FMZBNK0UPG5F4DU,AHL33DDQX8O6K,Approved,Mon Dec 19 07:11:34 PST 2016,Mon Dec 19 07:13:45 PST 2016,Thu Dec 22 07:13:45 PST 2016,2016-12-22 15:14:12 UTC,NA,NA,131,100% (77/77),0% (0/0),0% (0/0),27,Bachelors degree,Female,6,Democrat,2,NA,asian,us,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3N1FSUEFL50P3K4FMZBNK0UPG7TD4L,A28CXBBEP0LZV6,Approved,Tue Dec 20 22:35:12 PST 2016,Tue Dec 20 22:35:36 PST 2016,Fri Dec 23 22:35:36 PST 2016,2016-12-24 06:36:12 UTC,NA,NA,24,100% (1/1),0% (0/0),0% (0/0),27,Bachelors degree,Female,3,Democrat,1,NA,african,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3N2BF7Y2VQUMJQYNEZU9XFQNUOVHMD,A3OKWRLKLYVH4F,Approved,Mon Dec 19 08:21:37 PST 2016,Mon Dec 19 08:22:06 PST 2016,Thu Dec 22 08:22:06 PST 2016,2016-12-22 16:22:12 UTC,NA,NA,29,100% (79/79),0% (0/0),0% (0/0),29,Bachelors degree,Male,1,Republican,7,nope,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3NAPMVF0ZWFZJXOIR8PDRTNVAGG728,A2PTW4BGKPBVL7,Approved,Mon Dec 19 07:13:57 PST 2016,Mon Dec 19 07:14:48 PST 2016,Thu Dec 22 07:14:48 PST 2016,2016-12-22 15:15:12 UTC,NA,NA,51,100% (2/2),0% (0/0),0% (0/0),39,Associates degree,Male,5,Independent,4,NA,european,ba,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3NAPMVF0ZWFZJXOIR8PDRTNVAGJ276,AK7P0F2TL5WYG,Approved,Mon Dec 19 08:27:41 PST 2016,Mon Dec 19 08:29:26 PST 2016,Thu Dec 22 08:29:26 PST 2016,2016-12-22 16:30:12 UTC,NA,NA,105,100% (1/1),0% (0/0),0% (0/0),67,Bachelors degree,Male,1,Democrat,5,As of now no comments please.,asian,in,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3ND9UOO81K2KAYBR9MFUY5LL97FWLN,ABX5OQLR6UNBC,Approved,Mon Dec 19 07:12:58 PST 2016,Mon Dec 19 07:14:21 PST 2016,Thu Dec 22 07:14:21 PST 2016,2016-12-22 15:15:12 UTC,NA,NA,83,100% (54/54),0% (0/0),0% (0/0),43,"Some college, no degree",Female,1,Independent,1,NA,european,–,NA,NA,NA
NA,30Z7M1Q8UYKP1URBOQ5WMR63M6U8AW,3XLRCUUVLV5SNTQQBK1RQWVJVUY4US,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Mon Dec 19 07:10:24 PST 2016,500,BatchId:2634865;,600,259200,Mon Dec 26 07:10:24 PST 2016,NA,NA,3ND9UOO81K2KAYBR9MFUY5LL98WWL6,A2XXDHGV9SX7JG,Approved,Mon Dec 19 13:24:22 PST 2016,Mon Dec 19 13:25:08 PST 2016,Thu Dec 22 13:25:08 PST 2016,2016-12-22 21:25:12 UTC,NA,NA,46,100% (74/74),0% (0/0),0% (0/0),57,"Some college, no degree",Female,4,Democrat,5,NA,african,–,NA,NA,NA
