issue,question,opinion,arg,counter_arg,workerid,belief_publicopinion,collection,age,gender,politics,party,ethnic,origin
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|1|4,90,NA,1,34,Male,4,Independent,african|european|hispanic|other,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,219,NA,1,27,Male,4,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,132,NA,1,37,Female,7,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4,290,NA,1,34,Male,0,Other,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,161,NA,1,32,Male,7,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5|6,0|4|3|2,205,NA,1,30,Male,0,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,5|1,405,NA,1,29,Female,4,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,5,266,NA,1,32,Male,3,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,2|3|4|1,37,NA,1,34,Female,2,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,1,5,163,NA,1,32,Female,4,Independent,hispanic,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,2,176,NA,1,25,Female,7,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,3,406,NA,1,47,Female,7,Republican,european|hispanic|other,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,4|2,339,NA,1,25,Male,5,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,5|2|4,1|3|4,419,NA,1,20,Male,7,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,162,NA,1,25,Male,7,Republican,african|european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,0|4,326,NA,1,25,Male,4,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,21,NA,1,25,Male,4,Independent,asian,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,4|0,296,NA,1,28,Female,4,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,6,2|3,91,NA,1,42,Male,4,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|3|1,3|0|4|2,352,NA,1,32,Female,4,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,207,NA,1,35,Female,3,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2|4,225,NA,1,26,Male,2,Democrat,asian,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,118,NA,1,42,Male,0,Other,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,215,NA,1,44,Male,7,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,275,NA,1,39,Female,3,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,5,NA,1,29,Male,4,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2|4,116,NA,1,40,Male,5,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3|4,394,NA,1,32,Female,4,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,154,NA,1,23,Male,3,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,280,NA,1,60,Male,4,No,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,3,1,324,NA,1,37,Female,3,Democrat,african,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,382,NA,1,30,Male,4,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,5,23,NA,1,44,Female,4,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,0|1|5,4|2|3,294,NA,1,41,Male,5,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,156,NA,1,32,Female,2,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2|3,6,NA,1,30,Male,0,Other,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,0|5|1,0|2|3,384,NA,1,47,Female,2,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,2,6,240,NA,1,36,Female,3,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2,194,NA,1,37,Male,6,Other,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,5,383,NA,1,35,Female,2,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,6,6,348,NA,1,42,Female,2,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2,131,NA,1,68,Female,4,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,4,7,NA,1,21,Male,4,Independent,african,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3|2,335,NA,1,22,Female,1,Independent,african,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,358,NA,1,28,Male,4,Democrat,asian,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,371,NA,1,27,Male,7,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,9,NA,1,21,Female,2,Democrat,african,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,4|3|2,141,NA,1,24,Female,2,Democrat,european|other,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|4,244,NA,1,46,Male,3,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4|3|0,236,NA,1,27,Male,0,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2|3|4,283,NA,1,25,Male,2,Democrat,asian,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,6,304,NA,1,52,Female,4,Independent,european|other,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,6,4,390,NA,1,32,Male,1,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,341,NA,1,33,Female,3,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,2|3,72,NA,1,32,Male,5,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,2,165,NA,1,31,Male,3,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,2|3,1,117,NA,1,24,Female,0,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,3|2,95,NA,1,23,Male,5,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|2,173,NA,1,60,Female,3,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|0|5|3,2|4|3,267,NA,1,57,Female,5,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,1,201,NA,1,42,Female,2,Democrat,hispanic,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|2,213,NA,1,22,Male,4,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,177,NA,1,57,Female,3,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|2,136,NA,1,39,Female,1,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,313,NA,1,26,Male,2,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|2,197,NA,1,27,Male,2,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,6,6,30,NA,1,49,Female,6,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,4|5,3|2,336,NA,1,54,Male,5,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,5|3,158,NA,1,46,Male,4,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,5|3|4|2|1,49,NA,1,51,Female,2,Democrat,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,4|2,403,NA,1,25,Female,0,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2|3,421,NA,1,55,Male,5,Independent,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,3,1,317,NA,1,25,Female,5,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2,282,NA,1,38,Male,4,Independent,asian|european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,36,-1,2,55,Female,4,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,229,1,2,50,Female,3,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,307,1,2,37,Female,4,Independent,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,346,1,2,43,Female,1,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2|3,310,2,2,29,Male,7,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,3,5,50,1,2,30,Male,1,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,5,223,0,2,29,Female,4,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2,75,0,2,32,Female,5,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2,190,0,2,28,Female,3,Democrat,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,2,5,359,-2,2,32,Female,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,51,0,2,43,Female,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,264,2,2,34,Male,5,No,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,2,4,35,1,2,26,Female,4,Democrat,hispanic,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,291,1,2,27,Female,3,Independent,african|arabic|other,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,5|1,134,1,2,34,Female,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,251,2,2,33,Male,5,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2|5,18,-2,2,42,Female,3,Democrat,asian|hispanic,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,344,0,2,21,Male,2,Independent,hispanic,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,1,109,2,2,42,Male,6,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1|6,3|6,56,1,2,46,Female,7,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,395,1,2,58,Female,1,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,3,5,320,-2,2,43,Female,2,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,3,5,332,-2,2,35,Male,4,Democrat,asian,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4,366,1,2,47,Male,7,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,393,2,2,27,Male,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|3,5,232,-2,2,67,Male,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,1,334,-1,2,44,Female,6,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,3|2,378,1,2,26,Female,4,Independent,asian,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2,121,1,2,20,Female,5,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2,379,0,2,35,Female,5,Republican,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,2|3,85,1,2,67,Male,3,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,3|4|2,62,1,2,18,Male,4,Independent,asian,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,5|2,257,1,2,46,Male,3,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4|3|2,63,2,2,48,Female,4,Independent,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2|3,33,0,2,42,Female,1,Democrat,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,2|4,1|5,407,1,2,23,Male,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,5,27,-2,2,43,Female,4,Other,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,259,0,2,39,Female,1,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,1|4,292,-1,2,22,Female,2,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|0,2|4,184,0,2,29,Female,3,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4|2,103,0,2,34,Male,6,Democrat,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,2|1|5,3|2|4|1,286,0,2,24,Female,2,Democrat,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,3|2,25,-1,2,34,Female,5,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4|3|2,323,-1,2,27,Male,7,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,5,4,301,-1,2,21,Male,3,Other,hispanic,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,2,4,387,0,2,27,Male,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|2,19,0,2,28,Male,2,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,0,148,-1,2,40,Female,6,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,4|3,5|3,196,0,2,35,Female,7,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,5,299,0,2,43,Female,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,3,2,178,2,2,30,Male,7,Republican,asian,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2|4,276,-1,2,32,Female,4,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2|3,76,1,2,29,Female,4,No,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2,222,-1,2,57,Female,5,Democrat,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,2,5,15,-1,2,43,Female,5,NA,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,4|2,105,0,2,34,Male,2,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|0|5,3|4|2,10,-1,2,26,Female,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,170,2,2,35,Male,5,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2|3|4,300,1,2,29,Male,3,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,0|5,227,1,2,55,Male,6,Republican,asian,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2|3,269,-1,2,37,Female,5,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,4,5,214,0,2,31,Male,5,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,3|5|1,3|5|1,74,-1,2,50,Female,5,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,360,0,2,27,Female,2,Democrat,asian,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5|3|4,2|1|3|0|4,65,-1,2,43,Female,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,4,281,0,2,32,Female,6,Republican,european,us
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,3|2,82,1,2,37,Male,2,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2|3,126,1,2,42,Male,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,1,129,-1,2,41,Male,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5|6,4|2|0|3|6,375,1,2,22,Female,0,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|6,6,354,0,2,31,Female,2,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,5,263,2,2,30,Male,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,4,120,1,2,24,Male,5,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,6,3|4,412,1,2,39,Male,2,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,2|4|3,322,1,2,35,Male,0,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,2,209,-1,2,31,Female,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4|2,328,1,2,35,Male,2,No,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|2,157,1,2,25,Female,1,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,1,182,0,2,45,Female,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,239,-1,2,59,Female,5,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,220,1,2,28,Male,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,5|1,342,-2,2,30,Female,4,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,2|3,206,2,2,34,Male,1,Democrat,hispanic,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,4|3|2,97,1,2,22,Male,1,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,88,1,2,33,Male,7,Republican,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,6,3,199,-1,2,30,Female,5,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,4|2,2,1,2,38,Female,1,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2|4|3,422,1,2,30,Female,2,Democrat,hispanic,–
